rowid;sy_snum;sy_pnum;disc_year;pl_ntranspec;st_nrvc;st_nspec;pl_nespec;st_nphot;ra;dec;glon;elon;glat;elat;st_mass;pl_radelim;pl_rade;pl_radj;pl_radjlim;sy_dist;pl_bmasse;pl_bmassj;pl_bmasselim;pl_bmassjlim;pl_denslim;pl_dens;sy_disterr2;sy_disterr1;pl_nnotes;sy_kmag;st_teff;st_tefflim;sy_vmag;sy_hmag;sy_tmag;sy_vmagerr1;sy_tmagerr1;sy_tmagerr2;sy_pmdec;sy_pm;sy_pmra;sy_vmagerr2;st_lum;sy_pmdecerr1;sy_pmerr1;sy_pmraerr1;sy_jmag;st_rad;sy_hmagerr2;sy_hmagerr1;st_logg;st_logglim;pl_orbper;pl_orbperlim;sy_pmraerr2;sy_pmdecerr2;sy_pmerr2;sy_kmagerr1;sy_jmagerr2;sy_jmagerr1;sy_kmagerr2;sy_gaiamag;sy_gaiamagerr2;sy_gaiamagerr1;st_masserr1;pl_orbsmaxlim;pl_orbsmax;st_masserr2;sy_plxerr2;sy_plx;sy_plxerr1;sy_bmag;sy_bmagerr1;sy_bmagerr2;st_tefferr1;st_raderr1;st_tefferr2;st_raderr2;st_loggerr1;st_loggerr2;st_met;st_metlim;sy_w2mag;sy_w3mag;sy_w4mag;sy_w1mag;st_dens;sy_w2magerr1;sy_w1magerr1;st_denserr1;st_denserr2;pl_orbpererr1;pl_orbpererr2;st_meterr2;st_meterr1;pl_orbeccenlim;pl_orbeccen;sy_w2magerr2;sy_w1magerr2
91;1;1;2011;0;3;0;0;0;98,172417;-0,031605;210,819100;98,894410;-4,184910;-23,218800;0,950000;0,000000;14,680000;1,310000;0,000000;764,889000;1102,820000;3,470000;0,000000;0,000000;0,000000;2,200000;-25,784000;27,614000;0,000000;13,014000;5440,000000;0,000000;14,868000;13,081000;14,246500;0,172000;0,018800;-0,018800;-3,260300;4,010023;2,334680;-0,172000;-0,170000;0,065705;0,066470;0,067936;13,441000;1,000000;-0,031000;0,031000;4,400000;0,000000;1,900069;0,000000;-0,067936;-0,065705;-0,066470;0,030000;-0,024000;0,024000;-0,030000;14,800900;-0,001211;0,001211;0,150000;0,000000;0,029500;-0,150000;-0,045220;1,280630;0,045220;15,751000;0,063000;-0,063000;100,000000;0,130000;-100,000000;-0,130000;0,100000;-0,100000;-0,100000;0,000000;12,955000;11,968000;8,771000;12,955000;1,350000;0,029000;0,025000;0,250000;-0,250000;0,000003;-0,000003;-0,100000;0,100000;1,000000;0,080000;-0,029000;-0,025000
92;1;1;2011;0;4;0;0;0;97,033598;-0,170729;210,420570;97,664990;-5,261250;-23,422960;1,210000;0,000000;14,460000;1,290000;0,000000;790,663000;352,780000;1,110000;0,000000;0,000000;0,000000;0,710000;-25,071000;26,737000;0,000000;11,837000;6090,000000;0,000000;14,135000;11,961000;13,186100;0,149000;0,034900;-0,034900;-6,013370;7,693801;4,799370;-0,149000;0,544000;0,048945;0,050323;0,052413;12,324000;1,650000;-0,022000;0,022000;4,070000;0,000000;3,897130;0,000000;-0,052413;-0,048945;-0,050323;0,024000;-0,024000;0,024000;-0,024000;13,783100;-0,000558;0,000558;0,050000;0,000000;0,051800;-0,050000;-0,041069;1,237640;0,041069;14,905000;0,000000;0,000000;70,000000;0,040000;-70,000000;-0,040000;0,030000;-0,030000;-0,020000;0,000000;11,787000;12,080000;9,147000;11,763000;0,380000;0,022000;0,022000;0,030000;-0,030000;0,000020;-0,000020;-0,100000;0,100000;0,000000;0,047000;-0,022000;-0,022000
93;2;1;2008;0;5;0;6;20;291,777046;1,383663;38,262670;293,765050;-7,291020;23,043900;0,960000;0,000000;16,432000;1,466000;0,000000;213,283000;1102,820000;3,470000;0,000000;0,000000;0,000000;1,470000;-2,430000;2,485000;6,000000;10,310000;5625,000000;0,000000;12,516000;10,438000;11,665900;0,092000;0,006400;-0,006400;-10,936100;11,455045;-3,408780;-0,092000;-0,131000;0,073520;0,074540;0,084321;10,783000;0,910000;-0,037000;0,037000;4,530000;0,000000;1,742994;0,000000;-0,084321;-0,073520;-0,074540;0,031000;-0,028000;0,028000;-0,031000;12,248900;-0,000911;0,000911;0,080000;0,000000;0,027980;-0,080000;-0,053608;4,660760;0,053608;13,346000;0,083000;-0,083000;120,000000;0,030000;-120,000000;-0,030000;0,020000;-0,020000;0,040000;0,000000;10,098000;10,189000;9,035000;10,064000;1,814000;0,019000;0,023000;0,049000;-0,046000;0,000001;-0,000001;-0,050000;0,050000;0,000000;0,014300;-0,019000;-0,023000
94;1;2;2011;0;0;0;0;0;97,720425;0,226893;210,381230;98,390950;-4,468600;-22,987790;1,140000;0,000000;9,416000;0,840000;0,000000;844,061000;1366,669000;4,300000;0,000000;0,000000;0,000000;8,870000;-22,883000;24,171000;1,000000;12,513000;5880,000000;0,000000;14,630000;12,652000;13,878600;0,092000;0,025900;-0,025900;-2,803490;2,815724;-0,262189;-0,092000;0,170000;0,050395;0,050483;0,059701;12,991000;1,020000;-0,027000;0,027000;4,350000;0,000000;9,242850;0,000000;-0,059701;-0,050395;-0,050483;0,029000;-0,026000;0,026000;-0,029000;14,468600;-0,000412;0,000412;0,080000;0,000000;0,090000;-0,080000;-0,032744;1,156990;0,032744;15,613000;0,024000;-0,024000;90,000000;0,050000;-90,000000;-0,050000;0,110000;-0,140000;0,140000;0,000000;12,460000;12,541000;8,493000;12,446000;1,510000;0,026000;0,023000;0,150000;-0,170000;0,000300;-0,000300;-0,120000;0,120000;0,000000;0,590000;-0,026000;-0,023000
95;1;2;2018;0;0;0;0;0;97,720425;0,226893;210,381230;98,390950;-4,468600;-22,987790;1,140000;0,000000;12,200000;1,090000;0,000000;844,061000;5403,110000;17,000000;0,000000;0,000000;0,000000;16,400000;-22,883000;24,171000;0,000000;12,513000;4947,500000;0,000000;14,630000;12,652000;13,878600;0,092000;0,025900;-0,025900;-2,803490;2,815724;-0,262189;-0,092000;0,006000;0,050395;0,050483;0,059701;12,991000;1,370000;-0,027000;0,027000;4,350000;0,000000;1675,000000;0,000000;-0,059701;-0,050395;-0,050483;0,029000;-0,026000;0,026000;-0,029000;14,468600;-0,000412;0,000412;0,080000;0,000000;2,900000;-0,080000;-0,032744;1,156990;0,032744;15,613000;0,024000;-0,024000;65,510000;0,030000;-52,500000;-0,040000;0,110000;-0,140000;0,140000;0,000000;12,460000;12,541000;8,493000;12,446000;1,510000;0,026000;0,023000;0,150000;-0,170000;19,000000;-17,000000;-0,120000;0,120000;0,000000;0,600000;-0,026000;-0,023000
96;1;1;2012;0;0;0;0;0;101,052621;-0,299154;212,374150;102,045900;-1,744470;-23,277440;1,290000;0,000000;14,572000;1,300000;0,000000;1398,834197;718,295800;2,260000;0,000000;0,000000;0,000000;1,360000;-286,450185;286,450185;0,000000;13,813000;6200,000000;0,000000;16,058000;13,980000;15,275600;0,435000;0,006400;-0,006400;1,798400;11,716839;-11,578000;-0,435000;0,705000;2,169550;2,169540;2,169540;14,340000;1,950000;-0,044000;0,044000;3,700000;0,000000;2,724740;0,000000;-2,169540;-2,169550;-2,169540;0,054000;-0,041000;0,041000;-0,054000;15,855800;-0,001968;0,001968;0,090000;0,000000;0,041700;-0,090000;-0,146392;0,714881;0,146392;16,663000;0,096000;-0,096000;100,000000;0,210000;-100,000000;-0,210000;0,100000;-0,100000;0,000000;0,000000;13,690000;12,495000;9,006000;13,674000;0,255000;0,040000;0,027000;0,084000;-0,084000;0,000140;-0,000140;-0,100000;0,100000;0,000000;0,000000;-0,040000;-0,027000
97;1;1;2014;0;0;0;0;0;280,667139;6,219167;37,483070;282,170430;4,775000;29,208890;1,100000;0,000000;4,880000;0,435000;0,000000;627,158000;12,200000;0,038000;0,000000;0,000000;0,000000;0,249000;-10,808000;11,187000;0,000000;11,988000;5939,000000;0,000000;13,820000;12,099000;13,200600;0,114000;0,006200;-0,006200;1,124490;2,315063;2,023620;-0,114000;0,014000;0,049597;0,045863;0,044647;12,414000;1,140000;-0,027000;0,027000;4,360000;0,000000;9,755980;0,000000;-0,044647;-0,049597;-0,045863;0,026000;-0,027000;0,027000;-0,026000;13,730500;-0,000304;0,000304;0,050000;0,000000;0,092000;-0,050000;-0,027740;1,566240;0,027740;14,740000;0,041000;-0,041000;54,000000;0,040000;-120,000000;-0,090000;0,070000;-0,030000;0,170000;0,000000;11,950000;11,564000;8,870000;11,889000;1,027000;0,027000;0,025000;0,268000;-0,100000;0,000110;-0,000110;-0,120000;0,070000;0,000000;0,077000;-0,027000;-0,025000
98;1;1;2011;0;1;0;0;0;279,782659;4,357752;35,417490;281,003550;4,719590;27,424130;1,140000;0,000000;11,770000;1,050000;0,000000;1060,970000;889,900000;2,800000;0,000000;0,000000;0,000000;3,000000;-41,940000;45,470000;0,000000;12,364000;5900,000000;0,000000;15,675000;12,450000;14,195600;0,206000;0,009300;-0,009300;-8,321880;8,662839;-2,406470;-0,206000;0,087000;0,060649;0,060900;0,063829;12,944000;1,610000;-0,029000;0,029000;4,300000;0,000000;3,631300;0,000000;-0,063829;-0,060649;-0,060900;0,032000;-0,026000;0,026000;-0,032000;15,068100;-0,000409;0,000409;0,080000;0,000000;0,048000;-0,080000;-0,038464;0,915420;0,038464;16,727000;0,330000;-0,330000;100,000000;0,180000;-100,000000;-0,180000;0,200000;-0,200000;0,050000;0,000000;12,173000;12,259000;8,354000;12,140000;0,500000;0,026000;0,025000;0,150000;-0,150000;0,000100;-0,000100;-0,100000;0,100000;0,000000;0,160000;-0,026000;-0,025000
99;1;2;2014;0;0;0;0;0;101,922543;-3,719289;215,817440;103,330920;-2,527630;-26,608500;0,910000;0,000000;3,700000;0,330000;0,000000;591,555000;5,700000;0,018000;1,000000;1,000000;1,000000;0,900000;-15,232000;16,043000;0,000000;12,924000;4950,000000;0,000000;15,383000;13,046000;14,511500;0,114000;0,018200;-0,018200;2,753650;3,042544;-1,294020;-0,114000;-0,601000;0,079495;0,078706;0,075028;13,595000;0,860000;-0,031000;0,031000;4,550000;0,000000;5,113400;0,000000;-0,075028;-0,079495;-0,078706;0,024000;-0,024000;0,024000;-0,024000;15,180100;-0,000631;0,000631;0,090000;0,000000;0,056000;-0,090000;-0,044308;1,663290;0,044308;16,593000;0,035000;-0,035000;150,000000;0,090000;-150,000000;-0,090000;0,150000;-0,150000;0,300000;0,000000;13,001000;12,418000;9,039000;12,898000;1,948630;0,029000;0,026000;nan;nan;0,000600;-0,000600;-0,150000;0,150000;0,000000;0,000000;-0,029000;-0,026000
100;1;2;2014;0;0;0;0;0;101,922543;-3,719289;215,817440;103,330920;-2,527630;-26,608500;0,910000;0,000000;5,000000;0,440000;0,000000;591,555000;28,000000;0,088000;0,000000;0,000000;0,000000;1,300000;-15,232000;16,043000;0,000000;12,924000;4950,000000;0,000000;15,383000;13,046000;14,511500;0,114000;0,018200;-0,018200;2,753650;3,042544;-1,294020;-0,114000;-0,601000;0,079495;0,078706;0,075028;13,595000;0,860000;-0,031000;0,031000;4,550000;0,000000;11,759000;0,000000;-0,075028;-0,079495;-0,078706;0,024000;-0,024000;0,024000;-0,024000;15,180100;-0,000631;0,000631;0,090000;0,000000;0,098000;-0,090000;-0,044308;1,663290;0,044308;16,593000;0,035000;-0,035000;150,000000;0,090000;-150,000000;-0,090000;0,150000;-0,150000;0,300000;0,000000;13,001000;12,418000;9,039000;12,898000;1,948630;0,029000;0,026000;nan;nan;0,006300;-0,006300;-0,150000;0,150000;0,000000;0,000000;-0,029000;-0,026000
